i,raw_vocab,category,decoded,metrics,main_metric,metric_names,main_metric_name,verification,max_prob,magic,reencoded_ids,reencoded,model
32072,<extra_id_27>,OK_SPECIAL, <extra_id_27>,"[73.188415, 76.944539, 107.582455]",73.188415,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-xl
32080,<extra_id_19>,OK_SPECIAL, <extra_id_19>,"[66.385582, 69.823493, 82.556028]",66.385582,,,"[1.0000000000000122, 1.0000000000000122, 0.9989090909091031]",1.0000000000000122,strong_verified,,,instructor-xl
32087,<extra_id_12>,OK_SPECIAL, <extra_id_12>,"[59.828474, 62.74535, 81.691838]",59.828474,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-xl
32090,<extra_id_9>,OK_SPECIAL, <extra_id_9>,"[79.051716, 83.160023, 99.360794]",79.051716,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-xl
32099,<extra_id_0>,OK_SPECIAL, <extra_id_0>,"[96.766844, 101.540047, 126.34221]",96.766844,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-xl
1,</s>,OK_SPECIAL,</s>,"[90.69481, 98.702182, 120.504457]",90.69481,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
383,▁during,OK, during,"[49.867604, 52.954622, 39.540907]",49.867604,,,"[0.954181818181829, 0.9527272727272835, 0.9323636363636466]",0.954181818181829,strong_verified,,,instructor-large
633,▁several,OK, several,"[54.186654, 57.511574, 35.462743]",54.186654,,,"[0.9712727272727386, 0.9698181818181931, 0.9494545454545562]",0.9712727272727386,strong_verified,,,instructor-large
798,▁moment,OK, moment,"[48.696163, 51.668937, 64.123203]",48.696163,,,"[0.9741818181818296, 0.9727272727272841, 0.9665454545454658]",0.9741818181818296,strong_verified,,,instructor-large
1403,▁wieder,OK, wieder,"[48.571269, 51.715043, 53.215019]",48.571269,,,"[0.9436363636363742, 0.9421818181818287, 0.9243636363636464]",0.9436363636363742,strong_verified,,,instructor-large
1516,▁significant,OK, significant,"[48.28233, 51.244371, 39.658997]",48.28233,,,"[0.9530909090909199, 0.9516363636363744, 0.9389090909091014]",0.9530909090909199,strong_verified,,,instructor-large
2794,▁waiting,OK, waiting,"[64.620521, 68.577548, 64.936036]",64.620521,,,"[0.9498181818181926, 0.9483636363636471, 0.9232727272727372]",0.9498181818181926,strong_verified,,,instructor-large
3494,▁meine,OK, meine,"[54.579709, 57.987604, 53.364586]",54.579709,,,"[0.9494545454545562, 0.9480000000000107, 0.9501818181818289]",0.9501818181818289,strong_verified,,,instructor-large
3986,▁hundreds,OK, hundreds,"[45.716184, 48.544056, 60.047932]",45.716184,,,"[0.9410909090909196, 0.939636363636374, 0.9221818181818281]",0.9410909090909196,strong_verified,,,instructor-large
4413,▁moments,OK, moments,"[52.53425, 55.769779, 53.032078]",52.53425,,,"[0.971636363636375, 0.9701818181818295, 0.9589090909091019]",0.971636363636375,strong_verified,,,instructor-large
4626,▁happening,OK, happening,"[49.466649, 52.59675, 39.916667]",49.466649,,,"[0.9400000000000105, 0.938545454545465, 0.9309090909091011]",0.9400000000000105,strong_verified,,,instructor-large
4841,▁».,OK, ».,"[90.123589, 97.797071, 118.623508]",90.123589,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
5074,▁turning,OK, turning,"[53.999565, 57.435687, 53.884583]",53.999565,,,"[0.9592727272727383, 0.9578181818181928, 0.9403636363636468]",0.9592727272727383,strong_verified,,,instructor-large
7204,▁Again,OK, Again,"[50.240553, 53.360218, 53.411554]",50.240553,,,"[0.9403636363636468, 0.9389090909091014, 0.9156363636363734]",0.9403636363636468,strong_verified,,,instructor-large
7544,▁unexpected,OK, unexpected,"[50.424326, 53.474695, 23.350379]",50.424326,,,"[0.95709090909092, 0.9556363636363745, 0.9578181818181928]",0.9578181818181928,strong_verified,,,instructor-large
7784,▁ending,OK, ending,"[48.766642, 51.8022, 53.636614]",48.766642,,,"[0.9494545454545562, 0.9480000000000107, 0.9210909090909191]",0.9494545454545562,strong_verified,,,instructor-large
8247,▁suddenly,OK, suddenly,"[54.13385, 57.623091, 53.327447]",54.13385,,,"[0.9854545454545572, 0.9840000000000118, 0.9767272727272842]",0.9854545454545572,strong_verified,,,instructor-large
8619,▁finishing,OK, finishing,"[48.910559, 52.115729, 53.971145]",48.910559,,,"[0.9403636363636468, 0.9389090909091014, 0.9189090909091008]",0.9403636363636468,strong_verified,,,instructor-large
12914,▁sudden,OK, sudden,"[49.214366, 52.333062, 58.186479]",49.214366,,,"[0.9520000000000108, 0.9505454545454654, 0.9505454545454654]",0.9520000000000108,strong_verified,,,instructor-large
13805,▁Congratulations,OK, Congratulations,"[48.695935, 51.630833, 50.180682]",48.695935,,,"[0.9516363636363744, 0.9501818181818289, 0.9356363636363739]",0.9516363636363744,strong_verified,,,instructor-large
19981,▁urine,OK, urine,"[49.182162, 52.174287, 33.500548]",49.182162,,,"[0.9418181818181923, 0.9403636363636468, 0.9163636363636462]",0.9418181818181923,strong_verified,,,instructor-large
21436,▁exhausted,OK, exhausted,"[54.768231, 58.11741, 46.273521]",54.768231,,,"[0.938545454545465, 0.9370909090909195, 0.9138181818181915]",0.938545454545465,strong_verified,,,instructor-large
22496,▁laughter,OK, laughter,"[49.593985, 52.619518, 47.48371]",49.593985,,,"[0.9465454545454652, 0.9450909090909196, 0.9501818181818289]",0.9501818181818289,strong_verified,,,instructor-large
22950,▁sunglasses,OK, sunglasses,"[48.098257, 51.179848, 47.157969]",48.098257,,,"[0.9505454545454654, 0.9490909090909198, 0.941454545454556]",0.9505454545454654,strong_verified,,,instructor-large
24974,▁penetrate,OK, penetrate,"[49.528952, 52.614818, 54.185606]",49.528952,,,"[0.9392727272727377, 0.9378181818181922, 0.9225454545454645]",0.9392727272727377,strong_verified,,,instructor-large
28063,misunderstanding,OK,misunderstanding,"[54.65682, 57.971651, 58.915853]",54.65682,,,"[0.9436363636363742, 0.9421818181818287, 0.9381818181818286]",0.9436363636363742,strong_verified,,,instructor-large
31968,manipulated,OK,manipulated,"[53.748141, 57.085881, 47.370299]",53.748141,,,"[0.9520000000000108, 0.9505454545454654, 0.9461818181818288]",0.9520000000000108,strong_verified,,,instructor-large
32072,<extra_id_27>,OK_SPECIAL, <extra_id_27>,"[66.459915, 72.453746, 88.790553]",66.459915,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
32074,<extra_id_25>,OK_SPECIAL, <extra_id_25>,"[50.034092, 54.290605, 72.185507]",50.034092,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
32086,<extra_id_13>,OK_SPECIAL, <extra_id_13>,"[45.794596, 49.77593, 67.957495]",45.794596,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
32094,<extra_id_5>,OK_SPECIAL, <extra_id_5>,"[51.266841, 55.525205, 66.956341]",51.266841,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
32099,<extra_id_0>,OK_SPECIAL, <extra_id_0>,"[53.209814, 57.646599, 76.822508]",53.209814,,,"[0.9970909090909211, 0.9956363636363756, 0.9970909090909211]",0.9970909090909211,strong_verified,,,instructor-large
