sentence-t5-base,gte-base-en-v1.5,bge-base-en-v1.5,instructor-base,e5-base,sup-simcse-bert-base-uncased,all-mpnet-base-v2,UAE-Large-V1
0.7793,0.2878,0.4675,0.866,0.756,0.514,0.2104,0.4468
0.8315,0.351,0.4744,0.869,0.721,0.493,0.1147,0.5156
0.81,0.3235,0.5864,0.848,0.758,0.5723,0.0977,0.4812
0.744,0.1814,0.4016,0.845,0.7217,0.5073,0.0648,0.529
0.807,0.382,0.3787,0.8203,0.7305,0.65,0.1175,0.4958
0.7954,0.3416,0.4368,0.857,0.743,0.5396,0.1805,0.504
0.752,0.3555,0.615,0.891,0.7246,0.4922,0.1417,0.4944
0.785,0.2751,0.5596,0.8486,0.799,0.6245,0.1658,0.5186
0.7476,0.2778,0.6387,0.8174,0.766,0.759,0.1619,0.5083
0.8203,0.2788,0.41,0.844,0.673,0.718,0.1559,0.559
0.79,0.505,0.4224,0.881,0.7324,0.62,0.0237,0.4988
0.796,0.3623,0.5645,0.8213,0.7275,0.5483,0.1865,0.513
0.82,0.2812,0.5493,0.8257,0.7974,0.739,0.2253,0.4768
0.7974,0.3208,0.517,0.844,0.7275,0.8345,0.2045,0.5312
0.851,0.3408,0.671,0.825,0.7075,0.6987,0.147,0.4973
0.8135,0.4868,0.6064,0.81,0.7686,0.478,0.3008,0.4597
0.8296,0.3152,0.5605,0.9155,0.7505,0.492,0.087,0.5454
0.8096,0.296,0.498,0.8496,0.7295,0.5317,0.091,0.609
0.7896,0.2737,0.4023,0.839,0.8345,0.631,0.1971,0.4502
0.7783,0.359,0.5903,0.8193,0.7188,0.698,0.1472,0.5107
0.834,0.3567,0.5347,0.855,0.7344,0.6206,0.415,0.525
0.7827,0.4172,0.4907,0.849,0.71,0.4272,0.2563,0.4492
0.807,0.3635,0.4314,0.8535,0.722,0.6597,0.07764,0.4976
0.8047,0.3533,0.4016,0.8145,0.733,0.9033,0.2189,0.506
0.822,0.3884,0.518,0.8228,0.782,0.6064,0.1542,0.532
0.772,0.4243,0.5273,0.8564,0.7153,0.657,0.11035,0.42
0.807,0.4011,0.4329,0.8403,0.7524,0.642,0.1265,0.48
0.7993,0.3818,0.5527,0.8086,0.765,0.5576,0.1478,0.4321
0.8105,0.458,0.5737,0.8467,0.7676,0.4783,0.1166,0.4797
0.7856,0.3408,0.4167,0.8755,0.7153,0.615,0.10846,0.5005
0.8037,0.2615,0.542,0.8477,0.732,0.4827,0.088,0.51
0.7925,0.407,0.517,0.8564,0.751,0.7173,0.1766,0.5083
0.798,0.3237,0.535,0.8633,0.7373,0.52,0.2266,0.567
0.794,0.3328,0.635,0.8374,0.7803,0.821,0.1613,0.4832
0.8057,0.1788,0.505,0.837,0.683,0.822,0.2373,0.473
0.7944,0.4346,0.5244,0.8374,0.803,0.632,0.1519,0.491
0.7886,0.298,0.4578,0.862,0.708,0.6367,0.2062,0.4424
0.78,0.462,0.604,0.834,0.732,0.455,0.10785,0.466
0.7656,0.303,0.5,0.85,0.7163,0.4546,0.3125,0.4639
0.8306,0.2751,0.4668,0.8384,0.7217,0.4834,0.1747,0.4956
0.777,0.47,0.6196,0.844,0.7744,0.6055,0.1278,0.529
0.8086,0.396,0.5923,0.836,0.7617,0.42,0.10364,0.4163
0.7847,0.3452,0.4392,0.8496,0.7295,0.4517,0.1755,0.5044
0.8013,0.352,0.4797,0.8228,0.7266,0.568,0.36,0.575
0.8506,0.3489,0.5767,0.784,0.7417,0.545,0.1771,0.5215
0.8184,0.1881,0.4814,0.8545,0.753,0.5146,0.137,0.4116
0.7734,0.4097,0.47,0.884,0.766,0.532,0.2051,0.506
0.822,0.3496,0.5337,0.867,0.7666,0.4778,0.4348,0.5513
0.8315,0.3787,0.52,0.833,0.7725,0.622,0.2001,0.6206
0.811,0.3213,0.4802,0.8516,0.739,0.6978,0.2466,0.5176
0.833,0.2893,0.4812,0.825,0.739,0.4668,0.1606,0.4746
0.7935,0.3638,0.5405,0.8247,0.7935,0.588,0.3787,0.5186
0.792,0.2937,0.58,0.8135,0.6816,0.5786,0.1655,0.4536
0.7783,0.37,0.4683,0.8413,0.762,0.8213,0.2092,0.4866
0.813,0.4102,0.5645,0.9062,0.7344,0.8477,0.0873,0.533
0.7983,0.4922,0.4353,0.8867,0.738,0.5327,0.1598,0.4143
0.772,0.3596,0.5845,0.8193,0.745,0.686,0.1362,0.5415
0.77,0.3772,0.4504,0.8594,0.781,0.581,0.07465,0.5117
0.7905,0.599,0.5303,0.843,0.704,0.5605,0.261,0.597
0.8096,0.4778,0.548,0.8716,0.7314,0.638,0.181,0.4858
0.7817,0.3284,0.4749,0.8706,0.763,0.66,0.2299,0.479
0.843,0.2969,0.5283,0.8154,0.7603,0.6997,0.2515,0.463
0.7866,0.4058,0.595,0.84,0.7534,0.7183,0.11896,0.5093
0.819,0.4463,0.5234,0.8687,0.7363,0.5703,0.1936,0.539
0.8022,0.2825,0.521,0.859,0.769,0.51,0.1658,0.4695
0.774,0.3337,0.4197,0.8325,0.703,0.4922,0.1853,0.544
0.8247,0.2688,0.5444,0.8867,0.7266,0.8135,0.1508,0.521
0.823,0.357,0.403,0.8105,0.729,0.6,0.0677,0.525
0.7896,0.537,0.503,0.8477,0.7007,0.787,0.1652,0.4983
0.82,0.5586,0.4753,0.8516,0.7256,0.4976,0.1946,0.4482
0.7715,0.348,0.4329,0.8022,0.7334,0.5933,0.221,0.519
0.783,0.317,0.4211,0.824,0.7236,0.393,0.3044,0.4592
0.755,0.4204,0.4514,0.7915,0.7437,0.528,0.2686,0.499
0.792,0.3792,0.501,0.8354,0.677,0.5063,0.1576,0.5625
0.7954,0.366,0.569,0.797,0.7935,0.8076,0.1901,0.455
0.8057,0.2542,0.5317,0.829,0.7153,0.55,0.1956,0.3677
0.7944,0.4739,0.4583,0.769,0.7915,0.7007,0.2568,0.506
0.815,0.29,0.564,0.836,0.7456,0.6357,0.1787,0.4885
0.7783,0.3782,0.4775,0.8354,0.763,0.7534,0.2195,0.4856
0.786,0.683,0.5522,0.89,0.744,0.704,0.0757,0.4707
0.785,0.3013,0.509,0.8022,0.7446,0.5176,0.1355,0.4712
0.825,0.4814,0.4995,0.8223,0.749,0.5264,0.331,0.438
0.7793,0.2947,0.541,0.831,0.7373,0.634,0.1265,0.486
0.803,0.2969,0.461,0.833,0.7393,0.774,0.1398,0.4248
0.7593,0.3047,0.631,0.7866,0.76,0.7505,0.06107,0.4534
0.801,0.3867,0.4524,0.7734,0.7075,0.6533,0.09076,0.4878
0.804,0.4395,0.5503,0.827,0.7407,0.6157,0.1426,0.5425
0.791,0.6353,0.4277,0.8457,0.702,0.4556,0.1571,0.633
0.835,0.3313,0.5,0.775,0.721,0.575,0.1948,0.5015
0.7544,0.3257,0.628,0.813,0.7124,0.623,0.1809,0.4873
0.794,0.3865,0.5083,0.8164,0.7344,0.553,0.1577,0.4517
0.78,0.4434,0.4885,0.839,0.692,0.4,0.1952,0.4753
0.8223,0.461,0.6694,0.833,0.7812,0.6147,0.441,0.534
0.7847,0.4177,0.4878,0.8076,0.733,0.519,0.08875,0.5386
0.793,0.489,0.518,0.8247,0.7153,0.834,0.3037,0.4658
0.791,0.4604,0.6133,0.8394,0.7495,0.4817,0.11176,0.5156
0.7944,0.3826,0.421,0.82,0.7793,0.687,0.2045,0.5034
0.7925,0.5586,0.6187,0.8506,0.768,0.5034,0.1577,0.5015
0.7725,0.4248,0.613,0.844,0.7666,0.6846,0.1276,0.4658
0.797,0.4,0.56,0.812,0.7344,0.5933,0.2239,0.527
0.777,0.3843,0.547,0.852,0.721,0.6255,0.05298,0.6133
0.814,0.63,0.716,0.842,0.7495,0.562,0.08185,0.4788
0.8115,0.4785,0.504,0.849,0.729,0.738,0.2067,0.549
0.74,0.3875,0.5205,0.848,0.709,0.716,0.2437,0.3672
0.7695,0.485,0.575,0.8374,0.716,0.6978,0.0914,0.4812
0.833,0.3223,0.564,0.8267,0.736,0.406,0.2502,0.519
0.828,0.6226,0.5366,0.883,0.692,0.396,0.2053,0.528
0.8105,0.4646,0.751,0.838,0.765,0.5454,0.565,0.5024
0.789,0.2747,0.591,0.87,0.693,0.563,0.11414,0.5127
0.783,0.3757,0.6084,0.8076,0.805,0.4805,0.2026,0.4626
0.796,0.3557,0.524,0.825,0.7446,0.454,0.1366,0.5684
0.8105,0.3325,0.5356,0.826,0.7803,0.3862,0.1804,0.422
0.784,0.337,0.526,0.8457,0.76,0.7915,0.1472,0.4675
0.7783,0.4624,0.5283,0.823,0.686,0.65,0.1864,0.5884
0.774,0.534,0.642,0.836,0.702,0.5874,0.1874,0.454
0.796,0.2438,0.589,0.8345,0.742,0.703,0.2546,0.526
0.777,0.3062,0.4573,0.8706,0.744,0.5796,0.2568,0.4097
0.7695,0.3752,0.5493,0.849,0.732,0.72,0.1577,0.494
0.834,0.3418,0.547,0.782,0.707,0.4507,0.2588,0.4614
0.813,0.3948,0.4434,0.8438,0.7544,0.5386,0.401,0.404
0.7837,0.4167,0.531,0.877,0.701,0.528,0.0841,0.56
0.789,0.3655,0.5366,0.8223,0.774,0.4194,0.1406,0.561
0.7866,0.382,0.586,0.8433,0.72,0.4468,0.1774,0.5884
0.775,0.4446,0.6387,0.8174,0.7554,0.5576,0.1186,0.5425
0.7837,0.4067,0.5605,0.855,0.723,0.5435,0.1772,0.4924
0.8315,0.507,0.4663,0.8403,0.701,0.5117,0.4165,0.4785
0.7954,0.348,0.5596,0.8174,0.706,0.64,0.1738,0.524
0.786,0.4197,0.558,0.8223,0.789,0.4512,0.2322,0.4832
0.7686,0.3193,0.4478,0.885,0.754,0.611,0.11,0.4797
0.8003,0.4353,0.4688,0.868,0.836,0.557,0.1343,0.535
0.7324,0.2457,0.5034,0.83,0.7397,0.5176,0.1544,0.5464
0.7974,0.344,0.5205,0.841,0.745,0.696,0.10034,0.4685
0.7856,0.3877,0.4092,0.7915,0.7275,0.5024,0.07697,0.4722
0.7515,0.3958,0.5127,0.8633,0.7197,0.5576,0.183,0.5225
0.827,0.3857,0.5137,0.8643,0.694,0.76,0.11273,0.4868
0.7993,0.4324,0.527,0.867,0.7056,0.7056,0.2659,0.4949
0.8066,0.377,0.6997,0.851,0.6924,0.5166,0.1007,0.579
0.8486,0.4153,0.5215,0.8574,0.7236,0.63,0.1159,0.4973
0.7983,0.3752,0.537,0.832,0.7305,0.568,0.06018,0.617
0.7866,0.4956,0.685,0.84,0.7583,0.4993,0.1481,0.5093
0.7827,0.4429,0.4336,0.8203,0.727,0.522,0.10223,0.499
0.8574,0.3005,0.5986,0.806,0.765,0.67,0.211,0.4587
0.796,0.461,0.4797,0.81,0.7637,0.4766,0.2986,0.598
0.7993,0.278,0.442,0.8345,0.7505,0.7266,0.2255,0.529
0.802,0.2397,0.513,0.8804,0.7314,0.5186,0.2091,0.5107
0.786,0.427,0.4492,0.8325,0.6704,0.7056,0.1451,0.6147
0.832,0.3406,0.4521,0.8394,0.7466,0.724,0.1525,0.4849
0.7803,0.32,0.539,0.835,0.6997,0.6445,0.05017,0.57
0.8228,0.3264,0.4995,0.8584,0.753,0.808,0.1909,0.514
0.78,0.4043,0.6343,0.8525,0.7715,0.7207,0.206,0.5317
0.8027,0.313,0.4893,0.842,0.739,0.6353,0.1506,0.5664
0.781,0.3362,0.581,0.813,0.7686,0.651,0.1947,0.4592
0.7627,0.544,0.5674,0.903,0.711,0.646,0.1914,0.5205
0.8403,0.3267,0.5107,0.8276,0.694,0.657,0.0961,0.4927
0.798,0.3696,0.6133,0.8633,0.743,0.5327,0.2094,0.4976
0.747,0.3252,0.531,0.852,0.7266,0.543,0.2273,0.507
0.7773,0.2898,0.4043,0.87,0.7383,0.605,0.06415,0.5884
0.8066,0.2947,0.559,0.815,0.7046,0.4773,0.166,0.573
0.7725,0.1814,0.4185,0.8613,0.793,0.553,0.1436,0.6143
0.8228,0.442,0.6777,0.872,0.742,0.4365,0.2583,0.516
0.828,0.5566,0.5225,0.8223,0.763,0.58,0.1921,0.4915
0.8086,0.2727,0.55,0.822,0.7617,0.6133,0.1523,0.4783
0.79,0.2993,0.51,0.827,0.7603,0.6777,0.211,0.547
0.825,0.3408,0.5576,0.874,0.7007,0.432,0.1709,0.52
0.811,0.3909,0.5234,0.8223,0.7344,0.6675,0.4783,0.485
0.7983,0.2815,0.5522,0.8916,0.758,0.8027,0.2225,0.5176
0.807,0.3994,0.5137,0.8433,0.804,0.3655,0.1626,0.4778
0.7983,0.4878,0.5605,0.836,0.687,0.533,0.3127,0.576
0.7993,0.4563,0.4773,0.8335,0.7056,0.683,0.1799,0.4617
0.7993,0.3464,0.3755,0.8105,0.7236,0.6206,0.1526,0.573
0.7983,0.3735,0.454,0.8857,0.6797,0.622,0.2064,0.568
0.7656,0.577,0.6406,0.837,0.758,0.4045,0.1466,0.4692
0.786,0.3271,0.526,0.8296,0.7026,0.8574,0.08386,0.499
0.817,0.3083,0.4138,0.8335,0.7695,0.6104,0.1696,0.5137
0.7866,0.2842,0.5195,0.8496,0.699,0.54,0.2878,0.56
0.774,0.252,0.5356,0.7925,0.73,0.563,0.2334,0.6035
0.8105,0.291,0.505,0.789,0.7334,0.801,0.0934,0.4854
0.825,0.2761,0.596,0.8335,0.714,0.4949,-0.0196,0.537
0.8228,0.3965,0.5576,0.852,0.779,0.576,0.153,0.4827
0.7993,0.4668,0.5366,0.816,0.7476,0.538,0.4297,0.635
0.8545,0.3503,0.474,0.817,0.7803,0.7134,0.0772,0.4495
0.775,0.2363,0.5464,0.8643,0.769,0.6045,0.3564,0.504
0.801,0.3545,0.4722,0.8423,0.7188,0.501,0.1981,0.52
0.767,0.3535,0.635,0.852,0.7207,0.514,0.113,0.5244
0.797,0.2422,0.4565,0.8335,0.6963,0.7344,0.1766,0.519
0.767,0.311,0.5503,0.8203,0.758,0.543,0.0839,0.54
0.8003,0.406,0.5337,0.8247,0.7407,0.5205,0.1411,0.5034
0.793,0.367,0.525,0.805,0.71,0.644,0.2615,0.5107
0.8506,0.3884,0.4856,0.8354,0.865,0.673,0.11176,0.4844
0.7783,0.4355,0.586,0.855,0.763,0.658,0.1864,0.5195
0.7896,0.4238,0.519,0.866,0.7554,0.487,0.1533,0.57
0.7646,0.3433,0.545,0.8228,0.741,0.8257,0.0838,0.4727
0.8667,0.3232,0.632,0.8203,0.78,0.3943,0.2554,0.4424
0.8257,0.3235,0.4746,0.8774,0.731,0.5674,0.2189,0.5156
0.7554,0.3557,0.6743,0.8643,0.767,0.6025,0.05728,0.5547
0.8096,0.5117,0.539,0.904,0.7114,0.6123,0.1625,0.426
0.8164,0.3672,0.54,0.841,0.7427,0.697,0.4172,0.523
0.8145,0.485,0.533,0.83,0.7324,0.523,0.171,0.5225
0.8345,0.3408,0.5767,0.842,0.7427,0.559,0.1526,0.412
0.788,0.4353,0.669,0.8394,0.7295,0.54,0.2136,0.5293
0.807,0.2773,0.5503,0.798,0.773,0.7544,0.2355,0.5103
0.7666,0.3005,0.4082,0.814,0.788,0.561,0.2512,0.4468
0.786,0.4377,0.5063,0.863,0.8887,0.573,0.2369,0.5596
0.8066,0.2269,0.54,0.806,0.7417,0.4739,0.224,0.5234
0.8125,0.3545,0.579,0.787,0.7036,0.533,0.001222,0.4941
0.7607,0.3855,0.531,0.814,0.7407,0.572,0.1837,0.4504
0.809,0.4014,0.594,0.829,0.87,0.6157,0.3115,0.508
0.8115,0.43,0.581,0.8237,0.7295,0.61,0.265,0.518
0.8223,0.318,0.4827,0.8223,0.7646,0.7876,0.2212,0.5312
0.815,0.4165,0.6606,0.854,0.733,0.533,0.1597,0.4204
0.8174,0.52,0.306,0.8545,0.8027,0.52,0.174,0.4333
0.772,0.364,0.5034,0.804,0.7676,0.582,0.1603,0.4885
0.7876,0.3481,0.49,0.892,0.7095,0.4644,0.2986,0.503
0.759,0.4236,0.541,0.8267,0.74,0.3865,0.2255,0.4849
0.7974,0.4277,0.576,0.882,0.7524,0.562,0.05673,0.4817
0.8003,0.4805,0.574,0.858,0.748,0.4622,0.1804,0.5757
0.793,0.563,0.6396,0.8384,0.738,0.6294,0.2255,0.5303
0.796,0.3796,0.5137,0.856,0.7837,0.572,0.1283,0.4753
0.8174,0.386,0.525,0.826,0.762,0.549,0.386,0.4795
0.779,0.4475,0.4187,0.8413,0.7505,0.4216,0.11487,0.521
0.843,0.4177,0.6465,0.816,0.6904,0.5435,0.1954,0.4983
0.777,0.4468,0.4712,0.905,0.764,0.6636,0.1144,0.48
0.794,0.5596,0.6,0.844,0.7383,0.8506,0.0951,0.4697
0.8247,0.2466,0.5605,0.839,0.7827,0.5684,0.1451,0.6265
0.7974,0.351,0.6006,0.82,0.7593,0.5674,0.2488,0.4895
0.7676,0.2454,0.584,0.808,0.7256,0.625,0.2028,0.542
0.767,0.4019,0.5996,0.87,0.72,0.6284,0.089,0.426
0.809,0.3525,0.486,0.931,0.7393,0.5454,0.1184,0.4888
0.771,0.3457,0.414,0.8306,0.7144,0.5376,0.1342,0.542
0.784,0.384,0.579,0.855,0.7354,0.4749,0.1587,0.5254
0.796,0.4263,0.532,0.857,0.716,0.662,0.2148,0.496
0.789,0.356,0.425,0.833,0.7935,0.733,0.166,0.5396
0.7505,0.3584,0.4036,0.8433,0.7847,0.4849,0.0978,0.519
0.7974,0.4006,0.563,0.8613,0.758,0.537,0.1207,0.4348
0.7866,0.3608,0.543,0.829,0.695,0.836,0.1981,0.6133
0.7866,0.3484,0.564,0.801,0.69,0.441,0.2289,0.502
0.754,0.3687,0.53,0.831,0.72,0.4321,0.1322,0.4731
0.8237,0.3,0.4893,0.798,0.7407,0.4773,0.0662,0.4807
0.8027,0.4778,0.5557,0.8584,0.752,0.615,0.12445,0.4856
0.786,0.3257,0.4995,0.8467,0.741,0.682,0.1692,0.614
0.8335,0.5186,0.5586,0.799,0.76,0.6973,0.10187,0.4695
0.8193,0.2512,0.47,0.8096,0.731,0.7188,0.1311,0.4578
0.7983,0.3645,0.4998,0.8677,0.7246,0.5293,0.3042,0.4785
0.759,0.528,0.5264,0.829,0.8306,0.8003,0.1642,0.496
0.762,0.2878,0.4873,0.8115,0.7554,0.4727,0.1733,0.4077
0.805,0.3416,0.5264,0.824,0.757,0.5195,0.2322,0.5923
0.8257,0.257,0.684,0.8154,0.6943,0.623,0.1458,0.46
0.7783,0.4016,0.556,0.8516,0.704,0.758,0.1202,0.4888
0.805,0.3923,0.573,0.8193,0.8164,0.554,0.1561,0.5312
0.7803,0.42,0.555,0.8286,0.747,0.6216,0.1637,0.4536
0.8394,0.382,0.524,0.7993,0.703,0.722,0.1199,0.4895
0.8267,0.3647,0.489,0.864,0.7344,0.6597,0.1509,0.5415
0.7866,0.3716,0.4746,0.822,0.7354,0.4878,0.12,0.472
0.8076,0.3723,0.604,0.821,0.882,0.5225,0.1816,0.4412
0.7705,0.353,0.525,0.854,0.776,0.581,0.2627,0.4646
0.7954,0.4126,0.499,0.857,0.752,0.739,0.2087,0.514
0.8,0.479,0.515,0.831,0.7656,0.594,0.2177,0.4321
0.83,0.295,0.4841,0.8433,0.699,0.9185,0.2424,0.536
0.779,0.264,0.5986,0.849,0.7656,0.5464,0.1934,0.54
0.757,0.4219,0.5513,0.817,0.714,0.6914,0.08527,0.4915
0.7627,0.3022,0.5796,0.861,0.7275,0.502,0.211,0.4785
0.7817,0.4517,0.5337,0.8203,0.764,0.617,0.228,0.4912
0.797,0.552,0.602,0.8296,0.7114,0.6143,0.12177,0.5054
0.7764,0.374,0.611,0.845,0.7944,0.582,0.1597,0.508
0.8154,0.4775,0.5854,0.809,0.7207,0.75,0.10297,0.5146
0.7944,0.3381,0.4958,0.781,0.7485,0.7627,0.2712,0.4705
0.79,0.4524,0.4653,0.823,0.7124,0.397,0.1788,0.597
0.768,0.4927,0.3826,0.8706,0.7476,0.5503,0.1299,0.463
0.801,0.479,0.5215,0.8394,0.8125,0.4436,0.2139,0.4883
0.811,0.2847,0.5303,0.813,0.738,0.6562,0.1758,0.463
0.8013,0.4692,0.553,0.868,0.798,0.4114,0.1365,0.4592
0.7803,0.34,0.5923,0.862,0.8027,0.7773,0.1393,0.4663
0.821,0.521,0.6167,0.807,0.7144,0.624,0.2551,0.494
0.819,0.4094,0.5435,0.853,0.708,0.477,0.1414,0.5
0.814,0.352,0.423,0.794,0.7173,0.587,0.05255,0.568
0.825,0.2837,0.6343,0.845,0.7134,0.586,0.02887,0.512
0.8286,0.2532,0.4883,0.846,0.9443,0.5415,0.2067,0.4746
0.7954,0.468,0.576,0.813,0.7485,0.4023,0.2651,0.4624
0.764,0.3872,0.4736,0.8433,0.8037,0.4697,0.3054,0.4873
0.803,0.2764,0.5005,0.8228,0.7217,0.9062,0.2075,0.457
0.7817,0.5654,0.535,0.83,0.802,0.52,0.2842,0.5327
0.8013,0.5503,0.6523,0.808,0.751,0.4875,0.277,0.4421
0.786,0.1919,0.398,0.813,0.7446,0.5024,0.3828,0.497
0.8115,0.2517,0.4736,0.849,0.6787,0.7534,0.1558,0.558
0.771,0.5044,0.4976,0.8584,0.9253,0.541,0.1786,0.4495
0.774,0.3796,0.606,0.819,0.7295,0.6006,0.363,0.5063
0.7617,0.4058,0.672,0.828,0.694,0.8984,0.2856,0.4656
0.7856,0.2803,0.573,0.827,0.7524,0.511,0.4695,0.5522
0.816,0.3525,0.4556,0.8364,0.687,0.683,0.2129,0.4722
0.7603,0.335,0.407,0.8247,0.729,0.645,0.1782,0.5103
0.786,0.29,0.544,0.8384,0.7505,0.629,0.2725,0.5737
0.7944,0.3591,0.6006,0.8203,0.8115,0.575,0.3064,0.4873
0.784,0.4702,0.427,0.8286,0.7397,0.5493,0.1853,0.4292
0.786,0.3555,0.532,0.8467,0.771,0.683,0.1865,0.483
0.7817,0.2502,0.5786,0.792,0.6963,0.5312,0.28,0.5444
0.7866,0.6,0.4941,0.872,0.8027,0.601,0.1383,0.4805
0.783,0.3198,0.5317,0.8423,0.685,0.538,0.3499,0.508
0.776,0.3528,0.4683,0.8447,0.795,0.4333,0.0977,0.567
0.799,0.4097,0.4966,0.8433,0.725,0.752,0.2483,0.4602
0.7812,0.3894,0.724,0.823,0.759,0.6177,0.1559,0.6196
0.849,0.322,0.578,0.821,0.733,0.3877,0.5205,0.4246
0.74,0.2837,0.502,0.825,0.7095,0.4507,0.2668,0.4773
0.7847,0.388,0.5103,0.821,0.746,0.694,0.0874,0.5386
0.8115,0.5005,0.524,0.828,0.735,0.6772,0.178,0.5576
0.7607,0.4521,0.4763,0.846,0.851,0.7856,0.1261,0.4414
0.803,0.394,0.492,0.833,0.7114,0.5586,0.1378,0.4397
0.792,0.453,0.4856,0.795,0.7056,0.624,0.4653,0.575
0.816,0.4683,0.5967,0.87,0.763,0.449,0.4158,0.5103
0.7603,0.4434,0.5356,0.862,0.7188,0.5776,0.2405,0.4678
0.8257,0.3076,0.439,0.8706,0.8433,0.885,0.1825,0.4888
0.7676,0.3064,0.595,0.8457,0.692,0.576,0.2979,0.5015
0.8013,0.251,0.5723,0.803,0.7246,0.4434,0.2344,0.525
0.801,0.2954,0.5547,0.832,0.728,0.6924,0.0963,0.629
0.822,0.2466,0.673,0.8223,0.7476,0.5674,0.22,0.5044
0.7764,0.3245,0.559,0.8447,0.8125,0.6426,0.4292,0.545
0.8926,0.4758,0.536,0.799,0.788,0.3987,0.2198,0.566
0.8013,0.6147,0.521,0.8105,0.688,0.819,0.148,0.4868
0.784,0.344,0.5195,0.8296,0.7153,0.614,0.1826,0.5386
0.8057,0.632,0.5767,0.845,0.696,0.5527,0.08844,0.4778
0.7754,0.4192,0.5635,0.808,0.72,0.4097,0.2152,0.4727
0.863,0.3843,0.5557,0.8276,0.6953,0.497,0.1594,0.6396
0.7554,0.391,0.6035,0.874,0.698,0.653,0.11224,0.593
0.774,0.569,0.5596,0.838,0.7466,0.757,0.1383,0.481
0.7754,0.53,0.4685,0.841,0.768,0.8203,0.148,0.495
0.748,0.2798,0.4834,0.8213,0.783,0.5967,0.1626,0.4448
0.7837,0.3943,0.4114,0.8438,0.707,0.742,0.2317,0.5195
0.7876,0.4453,0.4954,0.843,0.697,0.7188,0.4,0.505
0.7964,0.444,0.55,0.824,0.724,0.8457,0.10724,0.5435
0.803,0.3357,0.4988,0.8887,0.7363,0.5605,0.2358,0.539
0.8125,0.446,0.7036,0.828,0.719,0.528,0.1782,0.538
0.78,0.262,0.5347,0.8643,0.74,0.4993,0.1698,0.4421
0.794,0.4878,0.522,0.851,0.73,0.5977,0.1718,0.4785
0.8354,0.3726,0.555,0.872,0.7695,0.4307,0.1586,0.504
0.789,0.4216,0.4521,0.849,0.7124,0.4636,0.2137,0.4883
0.8013,0.362,0.5645,0.8076,0.753,0.4905,0.2205,0.4775
0.8086,0.522,0.47,0.8184,0.839,0.7104,0.2566,0.4482
0.778,0.2294,0.57,0.819,0.7446,0.7065,0.2964,0.4888
0.808,0.325,0.523,0.822,0.739,0.5957,0.1621,0.5
0.8257,0.3416,0.576,0.8345,0.7275,0.824,0.2045,0.4863
0.7373,0.3093,0.5205,0.8154,0.758,0.878,0.3052,0.5225
0.7393,0.577,0.4956,0.8223,0.695,0.4143,0.149,0.521
0.817,0.2384,0.5264,0.8247,0.698,0.888,0.4531,0.689
0.795,0.2756,0.464,0.854,0.7104,0.569,0.1741,0.5283
0.863,0.4546,0.4333,0.849,0.7446,0.823,0.11194,0.5356
0.8105,0.252,0.4714,0.831,0.726,0.6133,0.1707,0.4536
0.813,0.504,0.5327,0.842,0.73,0.5557,0.1009,0.562
0.77,0.3728,0.4653,0.8164,0.7397,0.4692,0.324,0.4556
0.782,0.4067,0.6235,0.825,0.7197,0.6016,0.2148,0.551
0.8164,0.3752,0.5957,0.8345,0.679,0.66,0.3557,0.53
0.819,0.4092,0.5117,0.8223,0.7603,0.3882,0.1062,0.545
0.8257,0.288,0.565,0.8276,0.7344,0.506,0.1266,0.5137
0.8013,0.3271,0.598,0.8384,0.7104,0.5273,0.09436,0.607
0.804,0.561,0.587,0.7983,0.737,0.7305,0.1334,0.5557
0.773,0.2207,0.5967,0.8594,0.751,0.488,0.1504,0.509
0.7466,0.2168,0.4463,0.83,0.723,0.5283,0.2715,0.522
0.7812,0.2925,0.521,0.8716,0.6997,0.74,0.11774,0.5444
0.7974,0.3784,0.4937,0.8374,0.6836,0.5195,0.1201,0.4946
0.793,0.3628,0.5566,0.823,0.7046,0.755,0.1455,0.504
0.7847,0.3125,0.5786,0.8306,0.6973,0.6885,0.317,0.4229
0.744,0.5005,0.574,0.8203,0.737,0.72,0.3176,0.498
0.767,0.4812,0.468,0.8306,0.7236,0.711,0.09796,0.4624
0.7983,0.3367,0.4624,0.8105,0.751,0.4675,0.1984,0.5347
0.797,0.3645,0.4902,0.826,0.7603,0.8438,0.2751,0.4822
0.766,0.582,0.5034,0.832,0.7363,0.613,0.1302,0.493
0.845,0.3179,0.619,0.846,0.7056,0.8066,0.1458,0.4797
0.821,0.2842,0.4727,0.8643,0.7407,0.73,0.1161,0.503
0.7964,0.4082,0.5205,0.8438,0.744,0.803,0.3293,0.4382
0.7993,0.3926,0.561,0.8794,0.709,0.574,0.1764,0.4944
0.7734,0.51,0.5024,0.861,0.719,0.6694,0.2057,0.5405
0.8804,0.4082,0.4714,0.8477,0.683,0.5254,0.3215,0.513
0.771,0.2979,0.513,0.858,0.7495,0.593,0.1687,0.4775
0.818,0.3904,0.522,0.8765,0.692,0.796,0.4758,0.4797
0.7954,0.365,0.525,0.8228,0.795,0.4702,0.1508,0.5576
0.8804,0.2898,0.4746,0.854,0.7397,0.5327,0.1765,0.4888
0.772,0.2642,0.4685,0.8247,0.7715,0.6973,0.1644,0.4534
0.799,0.361,0.4456,0.8213,0.7773,0.5244,0.0981,0.5576
