sentence-t5-base,gte-base-en-v1.5,bge-base-en-v1.5,instructor-base,e5-base,sup-simcse-bert-base-uncased,all-mpnet-base-v2,UAE-Large-V1
0.816,0.226,0.5547,0.83,0.757,0.4954,0.2646,0.5137
0.8027,0.393,0.4858,0.805,0.6733,0.592,0.3228,0.459
0.781,0.3022,0.4932,0.872,0.758,0.6177,0.1247,0.4578
0.7866,0.2766,0.5283,0.823,0.711,0.6724,0.1917,0.5483
0.8086,0.527,0.4153,0.836,0.782,0.4963,0.104,0.5107
0.78,0.2056,0.55,0.8867,0.7173,0.471,0.2542,0.524
0.768,0.3318,0.5312,0.839,0.722,0.4966,0.11176,0.5215
0.786,0.3057,0.5054,0.8267,0.7407,0.4456,0.2336,0.4539
0.816,0.2258,0.4697,0.802,0.737,0.653,0.2449,0.446
0.8003,0.3215,0.5317,0.8325,0.705,0.4656,0.1388,0.4902
0.7847,0.3938,0.614,0.842,0.7095,0.4873,0.1917,0.522
0.824,0.418,0.3875,0.83,0.695,0.522,0.2214,0.4575
0.7915,0.2852,0.552,0.796,0.718,0.3694,0.0399,0.5166
0.7905,0.481,0.4805,0.824,0.702,0.528,0.1449,0.3567
0.791,0.2013,0.4834,0.853,0.76,0.444,0.4294,0.506
0.812,0.3574,0.5312,0.854,0.8013,0.7065,0.1953,0.517
0.8057,0.3672,0.6123,0.829,0.7773,0.4353,0.425,0.5244
0.744,0.4087,0.579,0.8457,0.712,0.5654,0.1432,0.4976
0.764,0.45,0.5586,0.819,0.712,0.5728,0.3726,0.4937
0.82,0.3906,0.6265,0.824,0.831,0.574,0.2314,0.6553
0.8174,0.3706,0.4844,0.871,0.6875,0.4429,0.003475,0.4915
0.7935,0.3726,0.577,0.859,0.7114,0.4814,0.4033,0.5596
0.781,0.4075,0.5664,0.8545,0.7505,0.788,0.08167,0.4653
0.7983,0.4712,0.5303,0.813,0.7603,0.506,0.05508,0.5366
0.8057,0.3335,0.4976,0.8447,0.7695,0.6416,0.2272,0.5347
0.8037,0.3875,0.656,0.8125,0.743,0.584,0.1394,0.4426
0.8135,0.295,0.4397,0.84,0.7617,0.7134,0.1351,0.4785
0.7803,0.4739,0.374,0.8047,0.688,0.6875,0.4072,0.478
0.797,0.2869,0.544,0.8564,0.7324,0.51,0.329,0.51
0.817,0.2717,0.4023,0.835,0.727,0.676,0.1508,0.582
0.7407,0.457,0.693,0.8325,0.7246,0.4136,0.162,0.5044
0.812,0.436,0.5464,0.8296,0.742,0.4888,0.2313,0.468
0.7593,0.379,0.4556,0.833,0.8047,0.6147,0.08685,0.4277
0.7783,0.3145,0.551,0.837,0.675,0.5396,0.1711,0.423
0.761,0.2404,0.5464,0.836,0.7637,0.667,0.1066,0.49
0.7534,0.3367,0.5186,0.8774,0.7075,0.6797,0.2964,0.516
0.7935,0.3804,0.5293,0.801,0.7773,0.3982,0.1531,0.714
0.7637,0.522,0.5005,0.859,0.7114,0.513,0.1787,0.472
0.761,0.423,0.5176,0.865,0.685,0.6104,0.1259,0.5127
0.7666,0.3167,0.5386,0.8643,0.6934,0.72,0.1599,0.547
0.8125,0.43,0.6885,0.8506,0.706,0.695,0.1361,0.5117
0.7866,0.2383,0.534,0.8276,0.7046,0.4385,0.2362,0.503
0.8066,0.4915,0.4927,0.8325,0.757,0.473,0.1075,0.515
0.7607,0.3286,0.4656,0.8545,0.8057,0.504,0.1548,0.516
0.811,0.398,0.54,0.8384,0.7285,0.773,0.1411,0.5747
0.8174,0.425,0.4888,0.829,0.7676,0.829,0.1819,0.4954
0.7607,0.3694,0.4443,0.848,0.7344,0.605,0.1305,0.578
0.7983,0.3274,0.4287,0.8335,0.7466,0.3953,0.1975,0.4834
0.778,0.4067,0.4824,0.845,0.716,0.5815,0.1958,0.518
0.7656,0.3984,0.5103,0.8716,0.7744,0.486,0.2041,0.45
0.775,0.3364,0.5034,0.8623,0.739,0.4417,0.1267,0.475
0.783,0.3154,0.687,0.8325,0.759,0.624,0.1718,0.5464
0.7925,0.4314,0.5054,0.8286,0.714,0.569,0.1724,0.4558
0.786,0.3328,0.543,0.803,0.8022,0.4343,0.1137,0.5425
0.7896,0.4636,0.5757,0.809,0.7334,0.8555,0.143,0.602
0.791,0.401,0.4683,0.7993,0.704,0.6855,0.1412,0.556
0.804,0.401,0.543,0.852,0.7793,0.874,0.1539,0.5596
0.8633,0.4185,0.4976,0.835,0.7505,0.631,0.07263,0.4893
0.793,0.3184,0.5425,0.784,0.7104,0.667,0.3967,0.4585
0.815,0.204,0.409,0.8296,0.704,0.7266,0.1376,0.4353
0.86,0.3506,0.504,0.855,0.7334,0.6416,0.2368,0.5024
0.8013,0.4895,0.6816,0.7705,0.809,0.72,0.2998,0.4722
0.7925,0.3552,0.576,0.875,0.6826,0.6255,0.4592,0.4055
0.7896,0.2146,0.5728,0.853,0.7236,0.548,0.2988,0.4705
0.7944,0.3455,0.4382,0.8506,0.7236,0.4878,0.1422,0.481
0.8,0.309,0.4976,0.819,0.732,0.641,0.1418,0.476
0.8184,0.4155,0.4854,0.796,0.729,0.4473,0.2133,0.5376
0.816,0.3582,0.4172,0.825,0.7354,0.6323,0.2935,0.3716
0.817,0.416,0.5244,0.836,0.749,0.5605,0.1384,0.4905
0.751,0.3113,0.525,0.8555,0.7515,0.795,0.1307,0.472
0.753,0.5605,0.4573,0.805,0.742,0.7324,0.1783,0.5493
0.812,0.2468,0.528,0.833,0.7046,0.7905,0.2844,0.5205
0.761,0.466,0.5083,0.807,0.7485,0.7544,0.09326,0.452
0.804,0.4321,0.463,0.8193,0.7314,0.578,0.1768,0.4358
0.768,0.4404,0.4658,0.854,0.833,0.6157,0.1646,0.495
0.811,0.5566,0.521,0.8477,0.817,0.5137,0.1024,0.4304
0.77,0.265,0.6978,0.8022,0.817,0.6104,0.1676,0.4521
0.787,0.4116,0.6157,0.847,0.7485,0.723,0.1284,0.4849
0.796,0.3652,0.4585,0.887,0.7144,0.595,0.1898,0.4995
0.8,0.3428,0.557,0.8315,0.698,0.4763,0.1699,0.4448
0.823,0.2854,0.551,0.8164,0.797,0.6157,0.1989,0.4983
0.8223,0.3965,0.4568,0.7944,0.741,0.6714,0.1431,0.4954
0.778,0.3296,0.4639,0.8804,0.8076,0.7256,0.197,0.5767
0.798,0.2566,0.5464,0.8364,0.7383,0.745,0.098,0.592
0.815,0.4155,0.627,0.806,0.773,0.677,0.1191,0.518
0.7773,0.356,0.5986,0.8105,0.7964,0.48,0.171,0.4634
0.7734,0.3135,0.4192,0.836,0.7075,0.7036,0.0798,0.616
0.825,0.2588,0.4978,0.83,0.7715,0.6353,0.1252,0.5
0.8193,0.3413,0.553,0.823,0.6953,0.6074,0.168,0.462
0.801,0.3875,0.504,0.8306,0.765,0.584,0.1167,0.596
0.811,0.4675,0.597,0.8145,0.8066,0.626,0.371,0.6284
0.817,0.2756,0.5605,0.84,0.7744,0.597,0.11365,0.441
0.802,0.3733,0.509,0.819,0.766,0.606,0.2059,0.5327
0.8267,0.305,0.5073,0.8853,0.6904,0.581,0.1663,0.515
0.861,0.2817,0.622,0.837,0.693,0.6406,0.139,0.4875
0.7905,0.317,0.4592,0.835,0.6763,0.5674,0.1532,0.5933
0.796,0.427,0.4968,0.8965,0.73,0.6885,0.1511,0.554
0.8164,0.46,0.584,0.815,0.672,0.6377,0.3225,0.514
0.781,0.3472,0.5615,0.86,0.778,0.3787,0.275,0.5435
0.7974,0.5386,0.524,0.795,0.7485,0.705,0.3235,0.5586
0.807,0.2129,0.551,0.85,0.788,0.3408,0.0813,0.4753
0.77,0.3906,0.5674,0.8423,0.7314,0.5044,0.0787,0.4587
0.786,0.2195,0.59,0.857,0.745,0.4998,0.1989,0.464
0.8105,0.3726,0.459,0.8716,0.7134,0.6216,0.1886,0.4573
0.8267,0.3323,0.6094,0.8325,0.702,0.658,0.2969,0.4746
0.775,0.4485,0.568,0.8306,0.703,0.5205,0.3286,0.457
0.7705,0.3098,0.4587,0.8833,0.709,0.728,0.4468,0.4639
0.8193,0.4163,0.5005,0.862,0.7314,0.64,0.154,0.506
0.8047,0.3804,0.4885,0.828,0.6743,0.504,0.1963,0.5015
0.8267,0.3406,0.392,0.7935,0.7896,0.7817,0.1367,0.52
0.7705,0.4778,0.4966,0.851,0.746,0.864,0.1411,0.506
0.765,0.2617,0.4307,0.8296,0.76,0.503,0.1735,0.533
0.779,0.3916,0.4778,0.823,0.769,0.631,0.1907,0.5713
0.776,0.3809,0.5254,0.836,0.7627,0.564,0.19,0.4797
0.774,0.3142,0.551,0.826,0.7153,0.61,0.1978,0.4768
0.8174,0.2825,0.4438,0.856,0.7344,0.5,0.2783,0.4976
0.7793,0.4854,0.508,0.856,0.7056,0.6553,0.06082,0.4888
0.7837,0.3748,0.4893,0.853,0.6855,0.6465,0.2119,0.5195
0.7427,0.2993,0.6177,0.873,0.7017,0.689,0.09686,0.576
0.764,0.3567,0.544,0.8525,0.819,0.4907,0.1769,0.513
0.8037,0.3804,0.617,0.844,0.722,0.636,0.2944,0.455
0.8496,0.4307,0.7085,0.862,0.7163,0.5137,0.2642,0.428
0.877,0.331,0.505,0.8237,0.675,0.7085,0.2025,0.534
0.794,0.2969,0.606,0.829,0.7383,0.473,0.162,0.4531
0.8223,0.4053,0.515,0.8936,0.724,0.552,0.076,0.356
0.7964,0.3618,0.4832,0.8486,0.7744,0.518,0.1866,0.4612
0.7495,0.2449,0.532,0.8076,0.752,0.634,0.1365,0.5283
0.763,0.382,0.5425,0.833,0.781,0.59,0.0854,0.4177
0.796,0.296,0.5024,0.842,0.791,0.54,0.1143,0.433
0.7783,0.3293,0.5957,0.831,0.6865,0.3977,0.00155,0.517
0.791,0.3826,0.525,0.8516,0.7866,0.369,0.3013,0.5264
0.7905,0.3943,0.5093,0.8325,0.7695,0.7227,0.219,0.4658
0.769,0.3977,0.393,0.878,0.7466,0.4348,0.1925,0.5273
0.778,0.321,0.4736,0.822,0.8096,0.47,0.279,0.57
0.7876,0.3784,0.5117,0.8296,0.735,0.731,0.11456,0.5615
0.803,0.917,0.51,0.8286,0.7827,0.6685,0.1825,0.5386
0.7817,0.5137,0.5317,0.833,0.764,0.4382,0.2413,0.5464
0.7983,0.3828,0.5884,0.8516,0.729,0.6597,0.1979,0.51
0.8013,0.306,0.5093,0.8716,0.7783,0.557,0.1603,0.471
0.8047,0.325,0.4626,0.837,0.7207,0.552,0.2551,0.5547
0.801,0.4387,0.5254,0.8193,0.724,0.5684,0.05362,0.545
0.814,0.2605,0.5376,0.7983,0.7607,0.6636,0.0715,0.4878
0.8237,0.3545,0.592,0.8564,0.6934,0.7295,0.1444,0.4854
0.846,0.3936,0.484,0.8447,0.8027,0.6157,0.05185,0.4795
0.805,0.4556,0.503,0.8354,0.721,0.612,0.266,0.4705
0.801,0.3994,0.4644,0.8228,0.7173,0.7393,0.1095,0.5273
0.7676,0.4727,0.582,0.8447,0.781,0.4407,0.1532,0.432
0.8203,0.3086,0.6055,0.8535,0.7246,0.6416,0.4873,0.4075
0.815,0.3418,0.4922,0.847,0.7183,0.4707,0.1493,0.462
0.797,0.3325,0.5127,0.8213,0.7847,0.532,0.1975,0.5405
0.809,0.6016,0.537,0.8643,0.719,0.634,0.08636,0.446
0.7817,0.3313,0.578,0.8057,0.783,0.858,0.1335,0.4893
0.778,0.2318,0.5513,0.838,0.756,0.4932,0.1794,0.537
0.7656,0.3096,0.4456,0.823,0.722,0.676,0.2874,0.5366
0.7705,0.4072,0.608,0.8237,0.7812,0.5493,0.11694,0.4395
0.776,0.2703,0.3235,0.844,0.704,0.4458,0.1938,0.4954
0.7686,0.3,0.5405,0.846,0.773,0.5024,0.1667,0.527
0.81,0.4033,0.577,0.8276,0.7505,0.535,0.0582,0.5303
0.812,0.336,0.645,0.8394,0.703,0.462,0.188,0.526
0.8037,0.3496,0.5146,0.789,0.754,0.6636,0.4414,0.46
0.8545,0.3772,0.465,0.8696,0.702,0.424,0.2593,0.5854
0.798,0.505,0.5415,0.825,0.7334,0.519,0.1656,0.4543
0.8374,0.3894,0.4666,0.819,0.8013,0.6294,0.1644,0.4731
0.7983,0.4766,0.4082,0.84,0.7837,0.565,0.1355,0.512
0.8403,0.584,0.4985,0.867,0.795,0.544,0.07806,0.4805
0.8145,0.322,0.571,0.859,0.8105,0.5264,0.2461,0.4163
0.811,0.3098,0.634,0.8438,0.6797,0.5596,0.11346,0.5845
0.787,0.235,0.5464,0.8223,0.727,0.593,0.1477,0.5195
0.8037,0.4268,0.6577,0.836,0.715,0.6035,0.10095,0.5137
0.8706,0.361,0.652,0.8193,0.7314,0.7163,0.1748,0.3936
0.8,0.2642,0.562,0.864,0.75,0.6025,0.2053,0.4683
0.7886,0.4185,0.553,0.8125,0.782,0.4878,0.1595,0.526
0.833,0.4941,0.4478,0.85,0.8027,0.627,0.1322,0.4802
0.824,0.3894,0.4512,0.866,0.7524,0.8096,0.2708,0.5522
0.845,0.2944,0.3928,0.7974,0.7153,0.6294,0.1351,0.4368
0.801,0.3303,0.609,0.8174,0.791,0.5693,0.1631,0.4392
0.7754,0.416,0.5815,0.7896,0.733,0.633,0.133,0.509
0.82,0.2622,0.5723,0.851,0.738,0.5825,0.11755,0.4607
0.7817,0.3726,0.475,0.833,0.69,0.8774,0.4348,0.5396
0.7827,0.3652,0.613,0.816,0.723,0.4436,0.2203,0.5337
0.7915,0.2634,0.414,0.818,0.6963,0.542,0.279,0.52
0.85,0.5176,0.4934,0.849,0.729,0.5127,0.1431,0.563
0.7656,0.4563,0.5674,0.828,0.6924,0.7295,0.1403,0.5034
0.7964,0.4187,0.587,0.854,0.755,0.5654,0.1711,0.5913
0.7837,0.3115,0.5176,0.834,0.7295,0.3635,0.0823,0.489
0.779,0.452,0.566,0.832,0.751,0.4832,0.1434,0.565
0.7544,0.363,0.697,0.856,0.7734,0.3923,0.08716,0.572
0.7993,0.3394,0.4324,0.8276,0.7227,0.4646,0.2094,0.543
0.785,0.4583,0.5474,0.833,0.828,0.6934,0.1864,0.553
0.8037,0.3474,0.4749,0.8594,0.723,0.4414,0.1658,0.418
0.801,0.3562,0.5303,0.8584,0.665,0.4338,0.2058,0.461
0.7954,0.3127,0.4077,0.8413,0.8306,0.6016,0.2002,0.4604
0.8574,0.4626,0.4631,0.82,0.762,0.6533,0.2313,0.4497
0.7637,0.531,0.5703,0.811,0.7344,0.585,0.1224,0.47
0.784,0.299,0.4907,0.8413,0.742,0.503,0.1646,0.561
0.8306,0.3247,0.419,0.804,0.73,0.5957,0.2021,0.475
0.798,0.3687,0.479,0.862,0.731,0.3362,0.1693,0.4487
0.763,0.37,0.5273,0.851,0.783,0.5317,0.1324,0.5044
0.8193,0.3115,0.4153,0.8086,0.8037,0.694,0.199,0.4736
0.817,0.327,0.656,0.829,0.778,0.522,0.2257,0.5435
0.791,0.3801,0.54,0.838,0.7144,0.4878,0.2803,0.5405
0.768,0.3936,0.498,0.8296,0.694,0.6787,0.189,0.491
0.7964,0.324,0.6304,0.838,0.6836,0.4976,0.2642,0.5127
0.779,0.3328,0.5376,0.9395,0.7676,0.645,0.4443,0.4404
0.834,0.2683,0.5547,0.82,0.798,0.635,0.407,0.5293
0.7705,0.4397,0.482,0.861,0.716,0.735,0.1738,0.5327
0.7847,0.4136,0.556,0.871,0.7305,0.6074,0.02606,0.4775
0.7583,0.3325,0.5034,0.808,0.7236,0.5664,0.1477,0.632
0.7715,0.4045,0.45,0.811,0.737,0.4375,0.1647,0.4595
0.8,0.327,0.447,0.8306,0.797,0.8506,0.1221,0.5015
0.793,0.4062,0.4875,0.819,0.7397,0.6113,0.2727,0.537
0.8027,0.4805,0.524,0.8296,0.7593,0.617,0.1603,0.4648
0.7466,0.4011,0.4814,0.8423,0.7124,0.658,0.1495,0.4446
0.783,0.4236,0.4434,0.816,0.731,0.7456,0.2477,0.554
0.7764,0.507,0.561,0.844,0.7427,0.593,0.2085,0.4417
0.798,0.4424,0.4954,0.83,0.8516,0.531,0.1774,0.5356
0.8027,0.2668,0.527,0.8223,0.709,0.4592,0.18,0.509
0.8013,0.4675,0.522,0.8623,0.7744,0.587,0.1052,0.5005
0.77,0.2268,0.5435,0.8145,0.748,0.5786,0.1985,0.4978
0.7715,0.5884,0.479,0.8135,0.7085,0.703,0.089,0.584
0.8037,0.358,0.4863,0.8228,0.7764,0.4514,0.4006,0.4617
0.818,0.4553,0.535,0.8154,0.727,0.568,0.2333,0.518
0.8193,0.493,0.535,0.829,0.734,0.5195,0.12476,0.505
0.8413,0.484,0.4514,0.8267,0.7666,0.6343,0.1147,0.5884
0.7773,0.4038,0.6265,0.806,0.7217,0.665,0.271,0.573
0.794,0.423,0.5576,0.7925,0.778,0.5615,0.2344,0.4373
0.791,0.3152,0.531,0.8535,0.722,0.4773,0.1505,0.5693
0.776,0.5317,0.4932,0.865,0.766,0.523,0.12054,0.508
0.8145,0.507,0.5737,0.86,0.686,0.6865,0.1687,0.4966
0.813,0.3542,0.5605,0.861,0.7407,0.5083,0.03226,0.5903
0.768,0.3413,0.4338,0.8184,0.7456,0.798,0.1301,0.5024
0.7856,0.4082,0.485,0.829,0.7183,0.644,0.2761,0.4084
0.9053,0.3494,0.4844,0.8086,0.7407,0.572,0.2229,0.4956
0.7407,0.3245,0.53,0.859,0.7554,0.7197,0.1283,0.4558
0.8022,0.3987,0.537,0.8076,0.748,0.729,0.1039,0.452
0.7573,0.2433,0.5176,0.8237,0.8276,0.483,0.137,0.5625
0.8013,0.391,0.526,0.8403,0.7236,0.4941,0.1003,0.502
0.805,0.3796,0.4421,0.8325,0.7207,0.5557,0.2487,0.5225
0.795,0.3052,0.449,0.801,0.7383,0.644,0.2229,0.3901
0.8115,0.2644,0.677,0.863,0.8286,0.4949,0.12335,0.477
0.7544,0.3262,0.5312,0.871,0.7827,0.628,0.1335,0.4482
0.762,0.527,0.542,0.825,0.722,0.4707,0.1177,0.4592
0.7666,0.521,0.546,0.8037,0.798,0.7544,0.3005,0.543
0.8286,0.4194,0.591,0.7925,0.8022,0.557,0.264,0.4924
0.775,0.2974,0.4917,0.818,0.7656,0.7676,0.454,0.473
0.788,0.4465,0.4092,0.852,0.744,0.8096,0.1815,0.5693
0.8315,0.551,0.4578,0.7944,0.753,0.656,0.1757,0.4973
0.7876,0.368,0.4387,0.832,0.8184,0.6074,0.08246,0.497
0.8,0.3481,0.4578,0.831,0.6895,0.6323,0.1733,0.5635
0.78,0.3494,0.506,0.8267,0.7144,0.686,0.1519,0.4998
0.807,0.2556,0.5493,0.834,0.7207,0.635,0.1378,0.471
0.765,0.3142,0.5264,0.83,0.7563,0.5264,0.1154,0.4316
0.815,0.4207,0.5615,0.83,0.732,0.5234,0.322,0.527
0.767,0.4138,0.505,0.858,0.808,0.701,0.2146,0.4607
0.7627,0.4524,0.5674,0.819,0.753,0.59,0.002409,0.5645
0.7837,0.344,0.4973,0.8564,0.7993,0.6396,0.1764,0.4543
0.8037,0.2998,0.496,0.796,0.7495,0.5317,0.0395,0.4585
0.8174,0.3718,0.4846,0.7583,0.6973,0.8945,0.2252,0.4973
0.78,0.411,0.4495,0.8423,0.8125,0.6006,0.2041,0.5327
0.7705,0.4023,0.523,0.8457,0.796,0.4287,0.3125,0.475
0.787,0.3076,0.5527,0.8003,0.722,0.689,0.1948,0.4412
0.815,0.2634,0.597,0.851,0.737,0.682,0.2007,0.5674
0.7847,0.3406,0.6387,0.8203,0.768,0.554,0.3774,0.504
0.781,0.4343,0.4832,0.847,0.685,0.669,0.389,0.4573
0.8105,0.439,0.49,0.836,0.778,0.7344,0.1458,0.4504
0.809,0.357,0.4448,0.8193,0.7485,0.4434,0.1512,0.424
0.8086,0.4163,0.525,0.832,0.7637,0.5996,0.2625,0.4973
0.796,0.3506,0.5205,0.824,0.7197,0.4788,0.179,0.515
0.818,0.3567,0.568,0.8735,0.747,0.5503,0.12463,0.4536
0.751,0.4285,0.4985,0.8257,0.7188,0.577,0.2307,0.5586
0.787,0.4766,0.527,0.841,0.743,0.6143,0.1692,0.5176
0.7812,0.3662,0.5557,0.825,0.7134,0.786,0.2327,0.5225
0.8125,0.2051,0.4875,0.7935,0.743,0.493,0.11334,0.5396
0.8125,0.4314,0.4407,0.8374,0.782,0.512,0.1648,0.433
0.802,0.28,0.5166,0.869,0.7095,0.9897,0.1511,0.466
0.751,0.2487,0.473,0.844,0.783,0.516,0.189,0.4602
0.8105,0.366,0.5483,0.8613,0.7383,0.605,0.1509,0.5796
0.768,0.2996,0.5356,0.8555,0.7617,0.5703,0.1727,0.504
0.7993,0.3938,0.526,0.8267,0.7134,0.631,0.2286,0.5244
0.8213,0.2018,0.4495,0.863,0.7603,0.739,0.1476,0.5034
0.785,0.3657,0.5664,0.8477,0.7505,0.608,0.2098,0.555
0.7686,0.372,0.506,0.8657,0.7646,0.538,0.2888,0.4739
0.8135,0.346,0.5127,0.8003,0.6924,0.5815,0.1516,0.4363
0.806,0.2747,0.5825,0.84,0.9272,0.6997,0.4514,0.4614
0.8096,0.381,0.6187,0.841,0.7334,0.719,0.1206,0.465
0.852,0.347,0.4287,0.8486,0.726,0.5024,0.3093,0.51
0.7886,0.42,0.4753,0.811,0.821,0.62,0.1854,0.491
0.819,0.437,0.508,0.8325,0.7104,0.617,0.3792,0.4604
0.8096,0.3213,0.4324,0.848,0.6943,0.55,0.148,0.5024
0.8076,0.5317,0.3657,0.859,0.818,0.5234,0.1478,0.4885
0.7974,0.2522,0.4941,0.8047,0.7485,0.418,0.1779,0.5205
0.7764,0.3167,0.502,0.827,0.725,0.5884,0.2115,0.4517
0.8057,0.3823,0.4282,0.821,0.7495,0.5625,0.1405,0.4749
0.7495,0.3252,0.576,0.845,0.7563,0.4668,0.1581,0.527
0.761,0.3203,0.5586,0.829,0.7334,0.5522,0.1293,0.477
0.773,0.549,0.573,0.8296,0.727,0.514,0.3604,0.4634
0.7715,0.405,0.44,0.833,0.7363,0.5825,0.2252,0.4727
0.782,0.4014,0.578,0.8623,0.7173,0.678,0.2076,0.4773
0.797,0.3894,0.4756,0.8413,0.7656,0.3718,0.1033,0.4897
0.783,0.2837,0.438,0.831,0.8506,0.681,0.2668,0.4768
0.754,0.4868,0.3665,0.8735,0.706,0.5664,0.1431,0.4927
0.792,0.283,0.537,0.8403,0.686,0.444,0.1423,0.485
0.7227,0.3728,0.516,0.8394,0.7783,0.583,0.1315,0.5894
0.7856,0.3938,0.701,0.851,0.76,0.6094,0.07324,0.4995
0.7793,0.2532,0.425,0.8257,0.6978,0.528,0.2013,0.5967
0.796,0.4453,0.481,0.8447,0.71,0.4705,0.1521,0.472
0.7974,0.3403,0.4854,0.852,0.7095,0.558,0.07983,0.505
0.8496,0.2812,0.6416,0.812,0.7427,0.5723,0.0583,0.4636
0.796,0.3523,0.542,0.8623,0.709,0.599,0.2064,0.5356
0.7817,0.393,0.538,0.8267,0.8315,0.4402,0.2157,0.5005
0.7827,0.2537,0.434,0.871,0.728,0.67,0.03018,0.4055
0.801,0.3333,0.5225,0.8076,0.7393,0.6943,0.2283,0.5156
0.782,0.404,0.4597,0.7925,0.761,0.5537,0.2003,0.504
0.785,0.3867,0.5195,0.8228,0.682,0.7896,0.2142,0.4243
0.8296,0.3613,0.473,0.836,0.7754,0.617,0.1159,0.555
0.7686,0.372,0.3894,0.8438,0.7305,0.529,0.1406,0.4487
0.796,0.2888,0.5737,0.8438,0.7646,0.51,0.1823,0.477
0.8184,0.348,0.6567,0.815,0.7197,0.5513,0.3767,0.555
0.8086,0.433,0.536,0.8364,0.7744,0.6143,0.197,0.483
0.806,0.3975,0.4954,0.903,0.716,0.852,0.481,0.4854
0.7754,0.337,0.43,0.8647,0.7544,0.6787,0.176,0.4944
0.8477,0.34,0.5244,0.8467,0.706,0.5376,0.11096,0.479
0.793,0.414,0.4243,0.7954,0.8027,0.6133,0.122,0.4746
0.812,0.349,0.4868,0.8257,0.7363,0.5513,0.12445,0.469
0.7905,0.415,0.5005,0.803,0.7783,0.76,0.1763,0.5967
0.801,0.2134,0.5215,0.819,0.8247,0.5415,0.1295,0.5493
0.8086,0.3916,0.5635,0.814,0.785,0.4277,0.1349,0.4563
0.778,0.3528,0.4785,0.798,0.799,0.6772,0.1694,0.4758
0.81,0.3635,0.504,0.842,0.69,0.4702,0.1582,0.5654
0.819,0.305,0.488,0.8467,0.78,0.8057,0.06964,0.579
0.7656,0.4126,0.699,0.8237,0.7183,0.5864,0.196,0.4917
0.7695,0.321,0.4622,0.8335,0.6885,0.6504,0.2078,0.575
0.824,0.4436,0.63,0.83,0.676,0.4712,0.1876,0.502
0.767,0.598,0.4746,0.8335,0.785,0.5444,0.08136,0.493
0.7954,0.3994,0.5044,0.826,0.7007,0.551,0.1963,0.5146
0.807,0.3054,0.556,0.882,0.753,0.576,0.1301,0.4465
0.806,0.4565,0.4783,0.849,0.7686,0.6177,0.1421,0.4282
0.811,0.4001,0.6226,0.7974,0.7437,0.778,0.1359,0.4934
0.783,0.3496,0.497,0.838,0.81,0.6196,0.1724,0.4624
0.781,0.3872,0.5117,0.81,0.7524,0.687,0.1506,0.5903
0.792,0.3406,0.4893,0.8657,0.741,0.6255,0.3892,0.5254
0.748,0.2852,0.4614,0.8584,0.7393,0.439,0.183,0.4617
0.7783,0.2008,0.4766,0.823,0.725,0.6504,0.1837,0.4895
0.7593,0.2788,0.4224,0.812,0.7935,0.9204,0.1539,0.538
0.7666,0.5576,0.504,0.82,0.7456,0.3225,0.12256,0.5625
0.796,0.3364,0.6953,0.7974,0.7734,0.7827,0.232,0.4607
0.807,0.3047,0.6045,0.8633,0.755,0.561,0.1604,0.5264
0.7603,0.2429,0.64,0.8276,0.728,0.588,0.2695,0.5386
0.769,0.28,0.5024,0.8594,0.7637,0.5957,0.0478,0.459
0.7744,0.2455,0.5547,0.8105,0.7046,0.5903,0.10126,0.4756
0.7803,0.3293,0.4985,0.8335,0.7476,0.536,0.1442,0.453
0.808,0.4548,0.5483,0.8257,0.735,0.7134,0.1886,0.4402
0.7764,0.3933,0.5557,0.8296,0.799,0.7686,0.1846,0.5386
0.7983,0.2642,0.5117,0.8022,0.7715,0.573,0.1842,0.5205
0.7627,0.4963,0.4587,0.838,0.7646,0.6475,0.2269,0.569
0.7793,0.286,0.6406,0.837,0.7183,0.7065,0.0657,0.572
0.805,0.2656,0.4316,0.855,0.7163,0.57,0.2324,0.5283
0.7695,0.3933,0.523,0.8247,0.7104,0.7456,0.1613,0.524
0.8276,0.318,0.4475,0.8086,0.7397,0.5874,0.2357,0.5254
0.7866,0.3281,0.4856,0.831,0.748,0.686,0.4373,0.4626
0.8,0.4768,0.4573,0.8394,0.757,0.5527,0.2012,0.534
0.7935,0.3396,0.47,0.839,0.736,0.653,0.1526,0.4312
0.79,0.2869,0.5674,0.8447,0.707,0.567,0.2642,0.5713
0.788,0.3826,0.4724,0.822,0.8003,0.8506,0.1477,0.525
0.8706,0.6177,0.4954,0.792,0.7173,0.592,0.04474,0.4712
0.83,0.3447,0.5913,0.868,0.7437,0.6934,0.1857,0.539
0.757,0.2776,0.6284,0.8735,0.8125,0.7354,0.0757,0.4697
0.8037,0.4639,0.447,0.823,0.7173,0.5137,0.174,0.507
0.8267,0.302,0.5195,0.863,0.7114,0.8774,0.1992,0.502
0.798,0.3118,0.4812,0.83,0.7397,0.4915,0.2189,0.5264
0.8154,0.3484,0.545,0.8584,0.6904,0.675,0.124,0.4817
0.82,0.3872,0.4524,0.835,0.702,0.538,0.311,0.5015
0.7837,0.2434,0.4731,0.8125,0.733,0.536,0.1709,0.5186
0.8003,0.721,0.4426,0.839,0.725,0.643,0.1504,0.4543
0.7656,0.3054,0.544,0.801,0.78,0.4946,0.0928,0.4583
0.761,0.388,0.524,0.8535,0.7617,0.6953,0.358,0.474
